Job Title,Company Name,Location,Start Date,CTC (Annual),Experience,Apply By,Skills Required,Perks
Customer Acquisition Executive,Delighted Champs,Navi Mumbai                                            (Hybrid),Starts Immediately,"₹ 2,40,000 - 2,50,000                                

                        ₹ 2,40,000 - 2,50,000 /year",1 year(s),1 year(s) experience,English Proficiency (Spoken),English Proficiency (Spoken)
Data Entry Executive,Krishna Consultants,"Hyderabad, Telangana",Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",0 year(s),0 year(s) experience,"MS-Excel, MS-Office, Informal dress code, 5 days a week, Free snacks & beverages, Cab/Transportation facility, Health Insurance, Life Insurance","MS-Excel, MS-Office"
Influencer Marketing,Dolphin Ad World Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,64,000                                

                        ₹ 2,00,000 - 2,64,000 /year",1 year(s),1 year(s) experience,"Effective Communication, Instagram Marketing, Informal dress code","Effective Communication, Instagram Marketing"
Senior Manager (Audit And Taxation),VSV & Co,Mumbai,Starts Immediately,"₹ 5,00,000 - 6,00,000                                

                        ₹ 5,00,000 - 6,00,000 /year",1 year(s),1 year(s) experience,"Auditing, GST, Income Tax, Taxation","Auditing, GST, Income Tax, Taxation"
Embedded Systems Executive,Raylogic Control Systems Pvt Ltd,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Arduino, ARM Microcontroller, C Programming, Embedded Systems, Internet of Things (IoT), Raspberry Pi, Informal dress code","Arduino, ARM Microcontroller, C Programming, Embedded Systems, Internet of Things (IoT), Raspberry Pi"
Talent Acquisition Associate,Qrata,Mumbai                                            (Hybrid),Starts Immediately,"₹ 2,00,000 - 6,00,000                                

                        ₹ 2,00,000 - 6,00,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Recruitment","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Recruitment"
Data Entry Executive,Velozity Global Solutions,Chennai,Starts Immediately,"₹ 2,20,000 - 3,30,000                                

                        ₹ 2,20,000 - 3,30,000 /year",0 year(s),0 year(s) experience,Data entry,Data entry
Operations Associate,The Future University,"Chandigarh, Mohali",Starts Immediately,"₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",1 year(s),1 year(s) experience,"Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Sales, Informal dress code, Free snacks & beverages, Health Insurance","Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Sales"
Business Development Executive,Sangeetha  V,"Ahmedabad, Chandigarh, Delhi, Jalandhar, Kolkata, Pune, Surat, Hyderabad, Mumbai, Vijayawada, Nagpur, Cochin, Punjab",Starts Immediately,"₹ 4,00,000 - 9,00,000                                

                        ₹ 4,00,000 - 9,00,000 /year",1 year(s),1 year(s) experience,"Business Development, Client Interaction, Client Relationship, Customer Acquisition, Customer Support, Digital Marketing, English Proficiency (Spoken), Marketing, MS-Excel, Sales, Social Media Marketing","Business Development, Client Interaction, Client Relationship, Customer Acquisition, Customer Support, Digital Marketing, English Proficiency (Spoken), Marketing, MS-Excel, Sales, Social Media Marketing"
Lead Generation Manager,Ravisha Aggarwal,Noida,Starts Immediately,"₹ 2,50,000 - 5,00,000                                

                        ₹ 2,50,000 - 5,00,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Lead Generation, Sales, Social Media Marketing, Free snacks & beverages","English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Lead Generation, Sales, Social Media Marketing"
US Healthcare Recruiter,Ambe Healthcare Staffing,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,05,000                                

                        ₹ 2,00,000 - 2,05,000 /year",0 year(s),0 year(s) experience,"Effective Communication, 5 days a week",Effective Communication
Video Editor,MentorBoxx,Bangalore,Starts Immediately,"₹ 3,80,000 - 5,10,000                                

                        ₹ 3,80,000 - 5,10,000 /year",1 year(s),1 year(s) experience,"Adobe After Effects, Adobe Premiere Pro, Informal dress code, 5 days a week","Adobe After Effects, Adobe Premiere Pro"
Videographer,Wrap In Fur,Noida                                            (Hybrid),Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Adobe Premiere Pro, Capcut, Final Cut Pro, Instagram Ads, Photography, Video Editing, Video Making, Informal dress code, 5 days a week","Adobe Premiere Pro, Capcut, Final Cut Pro, Instagram Ads, Photography, Video Editing, Video Making"
Business Development Associate,Bezt Labs,Bangalore,Starts Immediately,"₹ 3,60,000 - 4,80,000                                

                        ₹ 3,60,000 - 4,80,000 /year",1 year(s),1 year(s) experience,"Business Development, Client Relationship Management (CRM), Market Analysis, Sales Management, 5 days a week","Business Development, Client Relationship Management (CRM), Market Analysis, Sales Management"
Business Development Executive,Suretek Infosoft Private Limited,Noida,Starts Immediately,"₹ 2,40,000 - 3,12,000                                

                        ₹ 2,40,000 - 3,12,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Written), MS-Excel, 5 days a week","English Proficiency (Written), MS-Excel"
Associate Accountant,Aretean Consulting LLP,Hyderabad,Starts Immediately,"₹ 2,40,000 - 5,00,000                                

                        ₹ 2,40,000 - 5,00,000 /year",1 year(s),1 year(s) experience,"Accounting, MS-Excel, MS-Office, Tally, Informal dress code","Accounting, MS-Excel, MS-Office, Tally"
Corporate Sales Executive,Indian Institute Of Vedic Science,"Faridabad, Delhi, Gurgaon, Noida",Starts Immediately,"₹ 3,00,000 - 7,50,000                                

                        ₹ 3,00,000 - 7,50,000 /year",0 year(s),0 year(s) experience,"Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), MS-Office, Sales, Informal dress code","Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), MS-Office, Sales"
Operations Associate,CloudBird Digital Private Limited,Noida,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), Google Sheets, MS-Excel","English Proficiency (Spoken), English Proficiency (Written), Google Sheets, MS-Excel"
MQL5 Developers,Velozity Global Solutions,Chennai,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,Computer skills,Computer skills
Junior Business Development Specialist,The Skillians,Gurgaon,Starts Immediately,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), Salesforce, Sales Management, Sales Strategy, Social Media Marketing, Health Insurance","English Proficiency (Spoken), English Proficiency (Written), Salesforce, Sales Management, Sales Strategy, Social Media Marketing"
Travel & Tourism Executive,Kiomoi,Noida,Starts Immediately,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",1 year(s),1 year(s) experience,"Client Relationship, Holiday Package Design, Travel Itinerary Making, Travel Management, Informal dress code","Client Relationship, Holiday Package Design, Travel Itinerary Making, Travel Management"
3D Visualizer,DFL Studio,Bangalore                                            (Hybrid),Starts Immediately,"₹ 2,45,000 - 2,70,000                                

                        ₹ 2,45,000 - 2,70,000 /year",1 year(s),1 year(s) experience,"Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Lumion, MS-Excel, MS-PowerPoint, V-Ray, Informal dress code","Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Lumion, MS-Excel, MS-PowerPoint, V-Ray"
Video Editor,DOMADIA,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,Video Editing,Video Editing
Human Resource Recruiter.,WEMATTER PXT Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), Recruitment","English Proficiency (Spoken), English Proficiency (Written), Recruitment"
Corporate Sales Executive,Zyvka,"Navi Mumbai, Mumbai",Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, 5 days a week","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office"
Video Editor,The Grey Dot,Mumbai,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",1 year(s),1 year(s) experience,"Adobe Photoshop, Adobe Premiere Pro, Video Editing, Informal dress code","Adobe Photoshop, Adobe Premiere Pro, Video Editing"
Graphic Designer,CyberFrat,Mumbai,Starts Immediately,"₹ 3,50,000 - 5,00,000                                

                        ₹ 3,50,000 - 5,00,000 /year",1 year(s),1 year(s) experience,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, CorelDRAW, Informal dress code, Health Insurance","Adobe Illustrator, Adobe InDesign, Adobe Photoshop, CorelDRAW"
Business Development Manager,Candid Solutions,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Sales, Free snacks & beverages","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Sales"
Client Relationship Specialist,Exzellenz Career Shapers Private Limited,Bangalore,Starts Immediately,"₹ 6,00,000 - 7,00,000                                

                        ₹ 6,00,000 - 7,00,000 /year",1 year(s),1 year(s) experience,"Effective Communication, Interpersonal skills, Presentation skills, Problem Solving, Health Insurance","Effective Communication, Interpersonal skills, Presentation skills, Problem Solving"
Associate Recruiter,Internovo Ventures Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",0 year(s),0 year(s) experience,"Effective Communication, English Proficiency (Spoken), Recruitment, Informal dress code, 5 days a week","Effective Communication, English Proficiency (Spoken), Recruitment"
